# Partner motif	Anchor	Partner TF	Partner Motif	Anchor pAUC	Partner pAUC	A&P pAUC	Ratio	Similarity		Partner Class	Partner Family
545	PEAKS039234_BHLHA15_pwm.binary	Gsx2	MEOX1.H12CORE.0.SM.B	250.933763	6.899767	165.785601	0.660675	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
546	PEAKS039234_BHLHA15_pwm.binary	Hoxa1	MEOX2.H12CORE.0.SM.B	250.933763	13.308317	179.847920	0.716715	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
547	PEAKS039234_BHLHA15_pwm.binary	Hoxa1	PDX1.H12CORE.0.P.B	250.933763	6.363361	169.451169	0.675282	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
548	PEAKS039234_BHLHA15_pwm.binary	Hoxa10	PDX1.H12CORE.1.PSM.A	250.933763	11.159256	206.653574	0.823538	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
549	PEAKS039234_BHLHA15_pwm.binary	Hoxa10	HXA2.H12CORE.0.SM.B	250.933763	8.803602	178.414315	0.711002	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
550	PEAKS039234_BHLHA15_pwm.binary	Hoxa11	HXB2.H12CORE.0.SM.B	250.933763	10.044495	187.365004	0.746671	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
551	PEAKS039234_BHLHA15_pwm.binary	Hoxa11	HXB3.H12CORE.0.S.B	250.933763	7.918736	179.727153	0.716233	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
552	PEAKS039234_BHLHA15_pwm.binary	Hoxa13	HXD3.H12CORE.0.SM.B	250.933763	14.541653	215.507997	0.858824	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
553	PEAKS039234_BHLHA15_pwm.binary	Hoxa13	HXA4.H12CORE.0.SM.B	250.933763	2.708457	163.641207	0.652129	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
554	PEAKS039234_BHLHA15_pwm.binary	Hoxa2	HXB4.H12CORE.0.P.B	250.933763	7.430214	168.011461	0.669545	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
555	PEAKS039234_BHLHA15_pwm.binary	Hoxa4	HXB4.H12CORE.1.PSM.A	250.933763	7.397543	158.210679	0.630488	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
556	PEAKS039234_BHLHA15_pwm.binary	Hoxa5	HXC4.H12CORE.0.SM.B	250.933763	7.999295	174.506046	0.695427	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
557	PEAKS039234_BHLHA15_pwm.binary	Hoxa6	HXD4.H12CORE.0.SM.B	250.933763	9.522147	180.752357	0.720319	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
558	PEAKS039234_BHLHA15_pwm.binary	Hoxa7	HXA5.H12CORE.0.SM.B	250.933763	7.842863	167.158473	0.666146	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
559	PEAKS039234_BHLHA15_pwm.binary	Hoxa9	HXB5.H12CORE.0.SM.B	250.933763	7.408520	172.438636	0.687188	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
560	PEAKS039234_BHLHA15_pwm.binary	Hoxa9	HXA6.H12CORE.0.SM.B	250.933763	8.994246	170.578511	0.679775	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
561	PEAKS039234_BHLHA15_pwm.binary	Hoxa9	HXA7.H12CORE.0.SM.B	250.933763	28.542912	268.420775	1.069688	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
562	PEAKS039234_BHLHA15_pwm.binary	Hoxb1	HXB6.H12CORE.0.SM.B	250.933763	9.602110	171.317749	0.682721	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
563	PEAKS039234_BHLHA15_pwm.binary	Hoxb13	HXB7.H12CORE.0.P.C	250.933763	3.755336	158.609505	0.632077	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
564	PEAKS039234_BHLHA15_pwm.binary	Hoxb13	HXB7.H12CORE.1.SM.B	250.933763	4.121246	165.535733	0.659679	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
565	PEAKS039234_BHLHA15_pwm.binary	Hoxb2	HXB8.H12CORE.0.PSM.A	250.933763	7.922875	172.530698	0.687555	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
566	PEAKS039234_BHLHA15_pwm.binary	Hoxb3	HXC8.H12CORE.0.SM.B	250.933763	19.465578	253.948458	1.012014	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
567	PEAKS039234_BHLHA15_pwm.binary	Hoxb4	HXD8.H12CORE.0.SM.B	250.933763	17.994326	276.389899	1.101446	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
568	PEAKS039234_BHLHA15_pwm.binary	Hoxb4	HXA10.H12CORE.0.S.B	250.933763	8.326851	167.811508	0.668748	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
569	PEAKS039234_BHLHA15_pwm.binary	Hoxb5	HXA10.H12CORE.1.M.B	250.933763	5.457504	172.996078	0.689409	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
570	PEAKS039234_BHLHA15_pwm.binary	Hoxb6	HXA11.H12CORE.0.PS.A	250.933763	8.403475	164.572081	0.655839	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
571	PEAKS039234_BHLHA15_pwm.binary	Hoxb7	HXA11.H12CORE.1.SM.B	250.933763	6.570100	157.254404	0.626677	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
572	PEAKS039234_BHLHA15_pwm.binary	Hoxb7	HXA13.H12CORE.0.P.B	250.933763	12.779922	167.575626	0.667808	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
573	PEAKS039234_BHLHA15_pwm.binary	Hoxb8	HXA13.H12CORE.1.SM.B	250.933763	9.933479	176.754443	0.704387	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
574	PEAKS039234_BHLHA15_pwm.binary	Hoxb9	HXA9.H12CORE.0.P.B	250.933763	6.947157	204.778751	0.816067	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
575	PEAKS039234_BHLHA15_pwm.binary	Hoxb9	HXA9.H12CORE.1.SM.B	250.933763	8.788484	178.359922	0.710785	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
576	PEAKS039234_BHLHA15_pwm.binary	Hoxc10	HXA9.H12CORE.2.P.B	250.933763	9.071569	174.921234	0.697081	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
577	PEAKS039234_BHLHA15_pwm.binary	Hoxc10	HXB13.H12CORE.0.PS.A	250.933763	4.267283	163.813481	0.652816	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
578	PEAKS039234_BHLHA15_pwm.binary	Hoxc10	HXB13.H12CORE.1.SM.B	250.933763	7.421161	176.156276	0.702003	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
579	PEAKS039234_BHLHA15_pwm.binary	Hoxc11	HXB9.H12CORE.0.S.C	250.933763	9.737218	180.616118	0.719776	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
580	PEAKS039234_BHLHA15_pwm.binary	Hoxc11	HXB9.H12CORE.1.M.C	250.933763	8.542515	199.462611	0.794882	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
581	PEAKS039234_BHLHA15_pwm.binary	Hoxc12	HXC10.H12CORE.0.P.B	250.933763	7.554168	188.050577	0.749403	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
582	PEAKS039234_BHLHA15_pwm.binary	Hoxc13	HXC10.H12CORE.1.S.B	250.933763	2.700773	165.154831	0.658161	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
583	PEAKS039234_BHLHA15_pwm.binary	Hoxc4	HXC10.H12CORE.2.SM.B	250.933763	7.400802	178.083309	0.709683	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
584	PEAKS039234_BHLHA15_pwm.binary	Hoxc8	HXC11.H12CORE.0.SM.B	250.933763	5.988310	163.898262	0.653153	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
585	PEAKS039234_BHLHA15_pwm.binary	Hoxc9	HXC11.H12CORE.1.S.B	250.933763	6.440149	163.877322	0.653070	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
586	PEAKS039234_BHLHA15_pwm.binary	Hoxc9	HXC12.H12CORE.0.SM.B	250.933763	7.063392	177.599205	0.707753	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
587	PEAKS039234_BHLHA15_pwm.binary	Hoxc9	HXC13.H12CORE.0.SM.B	250.933763	6.063864	168.026199	0.669604	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
588	PEAKS039234_BHLHA15_pwm.binary	Hoxd1	HXC9.H12CORE.0.P.B	250.933763	6.971543	167.877731	0.669012	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
589	PEAKS039234_BHLHA15_pwm.binary	Hoxd10	HXC9.H12CORE.1.S.C	250.933763	5.861023	177.081181	0.705689	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
590	PEAKS039234_BHLHA15_pwm.binary	Hoxd11	HXC9.H12CORE.2.M.C	250.933763	7.808616	153.929984	0.613429	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
591	PEAKS039234_BHLHA15_pwm.binary	Hoxd11	HXD10.H12CORE.0.SM.B	250.933763	4.047881	165.959708	0.661369	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
592	PEAKS039234_BHLHA15_pwm.binary	Hoxd12	HXD11.H12CORE.0.PS.A	250.933763	10.159989	177.735699	0.708297	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
593	PEAKS039234_BHLHA15_pwm.binary	Hoxd13	HXD11.H12CORE.1.SM.B	250.933763	10.596616	188.083377	0.749534	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
594	PEAKS039234_BHLHA15_pwm.binary	Hoxd13	HXD12.H12CORE.0.SM.B	250.933763	3.362493	174.975701	0.697298	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
595	PEAKS039234_BHLHA15_pwm.binary	Hoxd3	HXD13.H12CORE.0.PS.A	250.933763	6.686973	165.231259	0.658466	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
596	PEAKS039234_BHLHA15_pwm.binary	Hoxd4	HXD13.H12CORE.1.SM.B	250.933763	6.068024	159.223812	0.634525	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
597	PEAKS039234_BHLHA15_pwm.binary	Hoxd8	HXD9.H12CORE.0.SM.B	250.933763	14.242697	172.497668	0.687423	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
598	PEAKS039234_BHLHA15_pwm.binary	Hoxd9	CDX1.H12CORE.0.M.B	250.933763	4.783021	167.369170	0.666985	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
599	PEAKS039234_BHLHA15_pwm.binary	Meox1	CDX1.H12CORE.1.S.B	250.933763	8.615005	169.958880	0.677306	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
600	PEAKS039234_BHLHA15_pwm.binary	Meox2	CDX2.H12CORE.0.PS.A	250.933763	10.869859	179.697709	0.716116	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
601	PEAKS039234_BHLHA15_pwm.binary	Mnx1	CDX2.H12CORE.1.M.C	250.933763	11.179346	180.946650	0.721093	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
602	PEAKS039234_BHLHA15_pwm.binary	Pdx1	CDX4.H12CORE.0.S.C	250.933763	6.277631	200.297358	0.798208	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
603	PEAKS039234_BHLHA15_pwm.binary	Pdx1	CDX4.H12CORE.1.M.C	250.933763	6.578891	175.700543	0.700187	1.000000		Homeo domain factors {3.1}	HOX-related {3.1.1}
604	PEAKS039234_BHLHA15_pwm.binary	Hmbox1	PIT1.H12CORE.0.SM.B	250.933763	9.116724	172.051952	0.685647	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
605	PEAKS039234_BHLHA15_pwm.binary	Hnf1a	PIT1.H12CORE.1.S.B	250.933763	44.715716	186.632073	0.743750	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
606	PEAKS039234_BHLHA15_pwm.binary	Hnf1b	PO2F1.H12CORE.0.PS.A	250.933763	38.821138	183.422537	0.730960	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
607	PEAKS039234_BHLHA15_pwm.binary	Hnf1b	PO2F2.H12CORE.0.PSM.A	250.933763	30.567563	190.080839	0.757494	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
608	PEAKS039234_BHLHA15_pwm.binary	Pou1f1	PO2F2.H12CORE.1.M.C	250.933763	13.857536	166.639059	0.664076	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
609	PEAKS039234_BHLHA15_pwm.binary	Pou1f1	PO2F2.H12CORE.2.S.B	250.933763	5.965095	165.390556	0.659100	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
610	PEAKS039234_BHLHA15_pwm.binary	Pou2f1	PO2F3.H12CORE.0.PS.A	250.933763	12.552860	177.391136	0.706924	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
611	PEAKS039234_BHLHA15_pwm.binary	Pou2f2	PO2F3.H12CORE.1.S.C	250.933763	11.889705	186.550325	0.743425	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
612	PEAKS039234_BHLHA15_pwm.binary	Pou2f2	PO3F1.H12CORE.0.P.B	250.933763	9.491456	174.972821	0.697287	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
613	PEAKS039234_BHLHA15_pwm.binary	Pou2f2	PO3F1.H12CORE.1.PS.A	250.933763	5.731790	179.942635	0.717092	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
614	PEAKS039234_BHLHA15_pwm.binary	Pou2f3	PO3F1.H12CORE.2.S.C	250.933763	11.203243	168.952043	0.673293	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
615	PEAKS039234_BHLHA15_pwm.binary	Pou2f3	PO3F1.H12CORE.3.M.C	250.933763	13.216758	164.352253	0.654963	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
616	PEAKS039234_BHLHA15_pwm.binary	Pou3f1	PO3F2.H12CORE.0.P.B	250.933763	10.836421	164.327060	0.654862	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
617	PEAKS039234_BHLHA15_pwm.binary	Pou3f1	PO3F2.H12CORE.1.S.B	250.933763	5.958501	176.149713	0.701977	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
618	PEAKS039234_BHLHA15_pwm.binary	Pou3f1	PO3F2.H12CORE.2.SM.B	250.933763	30.634411	246.462734	0.982182	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
619	PEAKS039234_BHLHA15_pwm.binary	Pou3f1	PO3F3.H12CORE.0.P.C	250.933763	11.693259	169.252616	0.674491	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
620	PEAKS039234_BHLHA15_pwm.binary	Pou3f2	PO3F3.H12CORE.1.P.C	250.933763	8.411910	172.266163	0.686501	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
621	PEAKS039234_BHLHA15_pwm.binary	Pou3f2	PO3F3.H12CORE.2.S.B	250.933763	9.024774	155.988558	0.621632	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
622	PEAKS039234_BHLHA15_pwm.binary	Pou3f2	PO3F4.H12CORE.0.SM.B	250.933763	7.326753	162.775666	0.648680	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
623	PEAKS039234_BHLHA15_pwm.binary	Pou3f3	PO4F1.H12CORE.0.S.B	250.933763	10.507870	179.409626	0.714968	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
624	PEAKS039234_BHLHA15_pwm.binary	Pou3f3	PO4F1.H12CORE.1.SM.B	250.933763	4.843792	166.181937	0.662254	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
625	PEAKS039234_BHLHA15_pwm.binary	Pou3f3	PO4F2.H12CORE.0.S.B	250.933763	9.550014	181.776527	0.724400	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
626	PEAKS039234_BHLHA15_pwm.binary	Pou3f4	PO4F3.H12CORE.0.SM.B	250.933763	11.736811	186.681124	0.743946	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
627	PEAKS039234_BHLHA15_pwm.binary	Pou4f1	PO5F1.H12CORE.0.P.B	250.933763	11.101867	174.944112	0.697172	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
628	PEAKS039234_BHLHA15_pwm.binary	Pou4f1	PO5F1.H12CORE.1.P.B	250.933763	9.523371	177.934482	0.709089	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
629	PEAKS039234_BHLHA15_pwm.binary	Pou4f2	PO5F1.H12CORE.2.SM.B	250.933763	12.838163	166.542341	0.663690	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
630	PEAKS039234_BHLHA15_pwm.binary	Pou4f3	PO6F1.H12CORE.0.SM.B	250.933763	10.044247	167.721697	0.668390	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
631	PEAKS039234_BHLHA15_pwm.binary	Pou5f1	PO6F2.H12CORE.0.S.B	250.933763	4.607730	157.035814	0.625806	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
632	PEAKS039234_BHLHA15_pwm.binary	Pou5f1	HMBX1.H12CORE.0.PSM.A	250.933763	13.901388	187.729548	0.748124	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
633	PEAKS039234_BHLHA15_pwm.binary	Pou5f1	HNF1A.H12CORE.0.PS.A	250.933763	7.681330	177.642136	0.707924	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
634	PEAKS039234_BHLHA15_pwm.binary	Pou6f1	HNF1B.H12CORE.0.PS.A	250.933763	11.888033	171.952135	0.685249	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
635	PEAKS039234_BHLHA15_pwm.binary	Pou6f2	HNF1B.H12CORE.1.P.D	250.933763	7.306961	175.555417	0.699609	1.000000		Homeo domain factors {3.1}	POU {3.1.10}
636	PEAKS039234_BHLHA15_pwm.binary	Barhl1	BARH1.H12CORE.0.SM.B	250.933763	5.087311	133.654417	0.532628	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
637	PEAKS039234_BHLHA15_pwm.binary	Barhl1	BARH1.H12CORE.1.S.B	250.933763	1.825013	169.662432	0.676124	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
638	PEAKS039234_BHLHA15_pwm.binary	Barhl2	BARH2.H12CORE.0.SM.B	250.933763	2.294010	165.823809	0.660827	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
639	PEAKS039234_BHLHA15_pwm.binary	Barhl2	BARH2.H12CORE.1.S.B	250.933763	3.264675	169.291991	0.674648	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
640	PEAKS039234_BHLHA15_pwm.binary	Barhl2	BARH2.H12CORE.2.S.C	250.933763	7.790933	160.965348	0.641465	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
641	PEAKS039234_BHLHA15_pwm.binary	Barx1	LBX2.H12CORE.0.S.B	250.933763	7.568245	170.028033	0.677581	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
642	PEAKS039234_BHLHA15_pwm.binary	Barx1	LBX2.H12CORE.1.S.B	250.933763	18.189826	171.077562	0.681764	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
643	PEAKS039234_BHLHA15_pwm.binary	Barx2	LBX2.H12CORE.2.M.C	250.933763	14.160241	177.933140	0.709084	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
644	PEAKS039234_BHLHA15_pwm.binary	Bsx	MSX1.H12CORE.0.SM.B	250.933763	11.659967	181.736278	0.724240	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
645	PEAKS039234_BHLHA15_pwm.binary	Dlx1	MSX1.H12CORE.1.S.C	250.933763	7.273453	167.580896	0.667829	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
646	PEAKS039234_BHLHA15_pwm.binary	Dlx1	MSX2.H12CORE.0.SM.B	250.933763	12.590307	190.835972	0.760503	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
647	PEAKS039234_BHLHA15_pwm.binary	Dlx2	MSX2.H12CORE.1.SM.B	250.933763	17.128159	179.413135	0.714982	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
648	PEAKS039234_BHLHA15_pwm.binary	Dlx2	NANOG.H12CORE.0.P.B	250.933763	5.739544	162.792613	0.648747	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
649	PEAKS039234_BHLHA15_pwm.binary	Dlx3	NANOG.H12CORE.1.P.B	250.933763	13.327291	176.563630	0.703626	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
650	PEAKS039234_BHLHA15_pwm.binary	Dlx3	NANOG.H12CORE.2.M.C	250.933763	8.474120	177.393841	0.706935	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
651	PEAKS039234_BHLHA15_pwm.binary	Dlx4	NKX21.H12CORE.0.P.B	250.933763	10.437657	175.157191	0.698022	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
652	PEAKS039234_BHLHA15_pwm.binary	Dlx4	NKX22.H12CORE.0.P.B	250.933763	5.435475	168.928254	0.673199	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
653	PEAKS039234_BHLHA15_pwm.binary	Dlx5	NKX28.H12CORE.0.SM.B	250.933763	10.808758	169.440648	0.675241	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
654	PEAKS039234_BHLHA15_pwm.binary	Dlx6	NKX31.H12CORE.0.PSM.A	250.933763	8.577727	166.896752	0.665103	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
655	PEAKS039234_BHLHA15_pwm.binary	Emx1	NKX32.H12CORE.0.PSM.A	250.933763	6.864762	164.790944	0.656711	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
656	PEAKS039234_BHLHA15_pwm.binary	Emx2	NKX32.H12CORE.1.S.B	250.933763	6.676671	166.352296	0.662933	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
657	PEAKS039234_BHLHA15_pwm.binary	En1	NKX23.H12CORE.0.SM.B	250.933763	8.127518	165.484164	0.659473	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
658	PEAKS039234_BHLHA15_pwm.binary	En2	NKX25.H12CORE.0.PSM.A	250.933763	10.315221	176.452846	0.703185	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
659	PEAKS039234_BHLHA15_pwm.binary	Hmx1	NKX25.H12CORE.1.P.B	250.933763	10.968728	178.753733	0.712354	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
660	PEAKS039234_BHLHA15_pwm.binary	Hmx2	HMX1.H12CORE.0.SM.B	250.933763	10.796452	175.351733	0.698797	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
661	PEAKS039234_BHLHA15_pwm.binary	Hmx3	HMX2.H12CORE.0.SM.B	250.933763	10.511066	168.685276	0.672230	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
662	PEAKS039234_BHLHA15_pwm.binary	Lbx2	HMX3.H12CORE.0.S.B	250.933763	4.268908	190.566161	0.759428	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
663	PEAKS039234_BHLHA15_pwm.binary	Lbx2	NKX61.H12CORE.0.PS.A	250.933763	7.247495	168.162457	0.670147	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
664	PEAKS039234_BHLHA15_pwm.binary	Lbx2	NKX61.H12CORE.1.P.B	250.933763	9.205076	159.671824	0.636311	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
665	PEAKS039234_BHLHA15_pwm.binary	Msx1	NKX61.H12CORE.2.S.B	250.933763	10.577402	157.239892	0.626619	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
666	PEAKS039234_BHLHA15_pwm.binary	Msx1	NKX63.H12CORE.0.SM.B	250.933763	8.378074	164.628088	0.656062	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
667	PEAKS039234_BHLHA15_pwm.binary	Msx2	BARX1.H12CORE.0.P.C	250.933763	11.180596	239.880945	0.955953	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
668	PEAKS039234_BHLHA15_pwm.binary	Msx2	BARX1.H12CORE.1.S.B	250.933763	4.824048	168.832082	0.672815	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
669	PEAKS039234_BHLHA15_pwm.binary	Nanog	BARX2.H12CORE.0.SM.B	250.933763	4.002583	159.152428	0.634241	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
670	PEAKS039234_BHLHA15_pwm.binary	Nanog	NOTO.H12CORE.0.SM.B	250.933763	2.427348	156.009061	0.621714	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
671	PEAKS039234_BHLHA15_pwm.binary	Nanog	TLX2.H12CORE.0.SM.B	250.933763	17.141070	171.463270	0.683301	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
672	PEAKS039234_BHLHA15_pwm.binary	Nkx2-1	TLX3.H12CORE.0.SM.B	250.933763	7.477991	175.565643	0.699649	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
673	PEAKS039234_BHLHA15_pwm.binary	Nkx2-2	VAX1.H12CORE.0.SM.B	250.933763	14.795205	187.282826	0.746344	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
674	PEAKS039234_BHLHA15_pwm.binary	Nkx2-3	VAX2.H12CORE.0.SM.B	250.933763	15.913876	189.831238	0.756499	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
675	PEAKS039234_BHLHA15_pwm.binary	Nkx2-5	BSH.H12CORE.0.SM.B	250.933763	16.295744	188.987017	0.753135	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
676	PEAKS039234_BHLHA15_pwm.binary	Nkx2-5	DLX1.H12CORE.0.S.B	250.933763	16.101522	162.205818	0.646409	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
677	PEAKS039234_BHLHA15_pwm.binary	Nkx2-8	DLX1.H12CORE.1.PSM.A	250.933763	20.144733	190.294465	0.758345	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
678	PEAKS039234_BHLHA15_pwm.binary	Nkx3-1	DLX2.H12CORE.0.PSM.A	250.933763	9.866906	183.422282	0.730959	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
679	PEAKS039234_BHLHA15_pwm.binary	Nkx3-2	DLX2.H12CORE.1.S.B	250.933763	12.601928	187.857489	0.748634	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
680	PEAKS039234_BHLHA15_pwm.binary	Nkx3-2	DLX3.H12CORE.0.SM.B	250.933763	9.746334	178.641637	0.711908	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
681	PEAKS039234_BHLHA15_pwm.binary	Nkx6-1	DLX3.H12CORE.1.S.B	250.933763	6.233107	163.417282	0.651237	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
682	PEAKS039234_BHLHA15_pwm.binary	Nkx6-1	DLX4.H12CORE.0.SM.B	250.933763	37.947119	345.657035	1.377483	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
683	PEAKS039234_BHLHA15_pwm.binary	Nkx6-1	DLX4.H12CORE.1.S.C	250.933763	7.623138	169.083108	0.673816	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
684	PEAKS039234_BHLHA15_pwm.binary	Nkx6-3	DLX5.H12CORE.0.PSM.A	250.933763	8.098000	178.238581	0.710301	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
